id,post_node_id,post_skel_id,post_x,post_y,post_z,pre_node_id,pre_skel_id,pre_x,pre_y,pre_z
1070,6609558,1812558,349040,169171,161240,6609561,23829,349252,169196,161240
1072,8323639,2661784,344722,160528,154880,8323635,23829,344518,160564,154880
1073,7828433,11545702,381427,146450,188920,7828329,23829,381773,146659,189040
1074,7794647,2397553,382576,120151,177280,7794643,23829,382739,120036,177280
1075,7859302,2434576,388167,136743,190120,7859283,23829,388020,136437,190160
1077,8285291,2646540,337784,162662,165560,8285289,23829,337876,162798,165560
1078,7185568,2107215,383379,120497,177400,7185563,23829,383053,120435,177400
1079,4515480,1094899,346700,167465,185040,4515474,23829,346517,167294,185040
1080,7854641,3469191,372622,147019,191840,7854639,23829,372611,147146,191840
1081,4513612,1091799,394504,128304,182680,4513610,23829,394394,128221,182680
1083,7226718,2130073,355778,158516,191680,7226716,23829,355506,158316,191680
1085,4515571,1095231,344213,168202,179880,4515568,23829,344365,168116,179880
1088,7854585,2664521,372209,145170,191680,7854583,23829,372369,145254,191680
1089,8274993,2640621,342866,164249,177120,8274893,23829,342630,164145,176920
1091,7816069,2412064,341589,154360,195200,7816067,23829,341717,154564,195200
1092,8325566,2664267,350171,169665,159920,8325564,23829,350327,169616,159920
1093,7854562,1710886,371445,145651,191960,7854560,23829,371573,145759,191960
1095,8289816,2649371,343579,163125,163520,8289762,23829,343558,163276,163360
1099,7224767,2127446,333777,160895,177040,7224765,23829,333511,160843,177040
1100,8272926,2639413,342939,165308,176960,8272876,23829,342928,165107,177080
1101,8280544,2643458,346123,168212,166680,8280477,23829,345978,168028,166800
1102,7867591,2439990,348834,154470,197240,7867559,23829,348848,154586,197320
1103,7227431,2132074,361087,135457,198280,4513814,23829,360857,135337,198320
1104,8264190,2633921,395816,128715,182000,8264188,23829,395716,128537,182000
1105,8322422,2659480,345332,170872,168680,8322415,23829,345572,170832,168640
1106,7832433,2421967,392419,128724,181520,4513580,23829,392674,128988,181480
1107,7226537,1706233,350095,161090,189400,4515371,23829,349618,161177,189400
1108,7858011,2433384,365720,150695,183840,7857952,23829,365731,150636,183680
1110,7788135,2419600,334680,162499,172920,7788132,23829,334933,162512,172920
1111,52686194,13159213,344759,163960,184680,10001953,23829,344956,164233,184760
1113,4526210,1097652,333078,156311,186120,4526208,23829,332916,156383,186120
1116,8284940,2646355,338184,162473,165880,8284888,23829,337819,162734,166040
1117,8276514,2641180,342796,166328,174880,8276476,23829,342779,166385,174760
1122,7227149,2131315,387464,134447,189320,4513848,23829,387324,134584,189280
1126,7798150,2402009,332138,156474,185760,7798139,23829,332254,156358,185760
1128,12757279,11524314,392532,128710,181400,4513580,23829,392674,128988,181480
1129,8269684,2636946,344693,161509,183320,8269680,23829,345041,161473,183320
1130,4513754,1092334,383840,120824,178360,4513750,23829,383775,121076,178360
1131,8323582,2661584,345067,162060,154960,8323581,23829,345123,161872,154960
1133,8291452,2650395,348260,169028,165040,8291450,23829,348300,169320,165040
1134,8322804,2660470,346304,170945,169480,8322789,23829,346395,170830,169400
1136,7750948,2371840,360910,136494,198760,4513820,23829,360852,136404,198840
1137,3339382,742955,386528,134387,188760,3339369,23829,386508,134258,188880
1138,4526605,1098188,341249,160587,189520,4526604,23829,341315,160732,189520
1140,7860111,2435004,395753,128950,181360,7860109,23829,396005,128926,181360
1143,8291835,2650701,348799,169671,163360,8291827,23829,348591,169855,163360
1144,4515390,2419600,348334,162264,188160,4515387,23829,348302,162074,188160
1146,4514001,3136591,367663,142522,197000,4514000,23829,367576,142636,197000
1147,7818478,2414513,377715,115498,167480,7818470,23829,377814,115564,167560
1149,7739209,2363038,362295,151881,186040,7736876,23829,362558,152264,186200
1151,7224207,2126511,333000,156959,165760,7224206,23829,333124,156785,165760
1152,4513996,1093210,367771,143170,197000,4513994,23829,367688,143098,196960
1153,7751410,2372083,362821,132675,196800,7751366,23829,362768,132850,196920
1154,7226255,2128911,338737,162076,186640,4526654,23829,338533,162043,186600
1155,7783795,2389103,385255,122302,179800,4513716,23829,385414,121785,179560
1156,52710106,13169319,383338,146352,188360,24839043,23829,383278,146506,188480
1157,8291967,2650754,348623,169881,163040,8291962,23829,348395,169888,163040
1158,8322139,2659134,345514,169329,168000,8322125,23829,345382,169352,168160
1159,7854720,2429634,372011,147617,192360,7854689,23829,371996,147578,192040
1161,7854670,2429539,372632,147152,191680,7854639,23829,372611,147146,191840
1162,7227158,2131348,387777,135164,188840,7227152,23829,387753,134863,188760
1163,8285848,2647043,338069,162514,164760,8285839,23829,337873,162702,164760
1164,8325291,2663821,351090,168891,160320,8325280,23829,350804,168845,160360
1165,7814299,2409874,381771,144638,187320,7814271,23829,381835,144483,187240
1166,7829525,2419724,345168,167959,179640,7829461,23829,345012,167874,179720
1167,4525498,1097323,341267,160870,190160,4525495,23829,341399,160736,190160
1169,7791593,2394815,376490,114721,168040,7791532,23829,376481,114942,167920
1171,52714878,13174037,383816,120199,176000,7794523,23829,383412,120175,176080
1173,8285034,2646397,338214,163889,165800,8285011,23829,338370,163700,165720
1176,4515489,1094936,345200,167323,185480,4515486,23829,345385,167265,185480
1177,18132626,1870230,344087,165500,182480,4515524,23829,343966,165563,182560
1180,7871076,2442590,393644,128586,182560,7871049,23829,393874,128801,182440
1181,7225014,2127838,336289,160052,184800,7225004,23829,336134,160149,184840
1182,8289324,2649123,342945,163062,163480,8289291,23829,343103,163186,163520
1184,7739094,2362839,362146,152270,186560,7736901,23829,361931,152258,186560
1190,7227227,2131567,396030,130230,184680,7227222,23829,396254,130534,184680
1194,52709721,13168684,381914,146012,188560,12400639,23829,382275,145951,188680
1195,7810000,2407614,372521,140037,191880,7809982,23829,372509,139942,192000
1196,7833344,2422657,373280,149869,188400,7833337,23829,373340,149673,188400
1197,8282651,2644874,346375,169075,164520,8282625,23829,346444,168950,164560
1198,7226690,2129944,350602,161368,190800,7226688,23829,350714,161176,190800
1201,7795149,2398255,344528,168829,177200,4515642,23829,344692,168641,177280
1202,7226762,2130253,369534,148201,192320,7226757,23829,369338,148463,192360
1203,4515542,1095131,345042,167860,181040,4515539,23829,344908,167925,181040
1205,30576075,5807249,383371,145914,189040,7828554,23829,383198,145913,188880
1206,7789276,2392482,334124,161433,174280,4526770,23829,334069,161716,174360
1209,7797221,2400961,345421,163519,184640,7797218,23829,345409,163343,184640
1213,7859230,2434472,384625,137592,190760,7859158,23829,384094,137456,190920
1214,7796237,11523900,343665,166553,180720,4515551,23829,343062,166718,180520
1215,19322177,5720220,359884,137275,199360,7227345,23829,359885,137171,199480
1217,6551888,1827823,368686,151075,184360,6551884,23829,368797,150866,184360
1223,4526723,1098415,333973,161748,175080,4526719,23829,333804,161703,175080
1224,3340090,1704804,379606,129963,188360,3340080,23829,379691,130149,188320
1225,7749661,2371533,387118,136462,189440,7749637,23829,387041,136570,189520
1226,8322499,2659691,347020,170215,168360,8322492,23829,346772,170275,168360
1227,7226798,1705555,371903,146688,190760,4514281,23829,371838,147354,191320
1228,4526826,1098518,333020,161296,174120,4526824,23829,333084,161421,174120
1230,7795552,2398808,344497,167719,178840,4515588,23829,344413,167444,178800
1231,8282403,2644675,347991,169698,165080,8282323,23829,347785,169743,165200
1232,7227236,2131606,396002,130515,184360,7227222,23829,396254,130534,184680
1233,7816135,2412155,342298,154775,195080,4526557,23829,342486,154673,195160
1235,52687865,13160877,395906,129176,181840,34324115,23829,396155,129022,181880
1239,7226665,2402956,350360,160561,190640,7226659,23829,350160,160513,190640
1240,7224563,2127161,332961,161081,175640,7224555,23829,332909,160671,175640
1241,8291719,2650591,347630,170615,163720,8291715,23829,347662,170452,163720
1242,8322589,2660017,347697,171839,167840,8322579,23829,347617,171827,168000
1245,7871932,2390390,381468,143661,186960,7871917,23829,381476,143825,186960
1247,7748328,2370426,350636,162093,190120,7748308,23829,350387,162144,190000
1248,8285490,2646680,338343,162626,165520,8285402,23829,338336,162756,165280
1250,8325294,1911124,350534,168761,160240,8325280,23829,350804,168845,160360
1251,8267672,2635667,371800,111062,164520,8267644,23829,371707,111137,164640
1252,8281554,2644038,347650,169469,165600,8281488,23829,347469,169421,165640
1254,7836277,2424661,382909,137682,190320,7227005,23829,382833,137661,190200
1255,8264385,2634037,360693,152752,186600,7736885,23829,360945,152736,186440
1257,4526859,1098554,334185,162230,174000,4526850,23829,334054,162265,174000
1258,8325183,2663678,350096,169629,160640,8325178,23829,350238,169670,160600
1260,8292362,2651120,348696,170226,161800,8292286,23829,348504,170210,161920
1261,7787722,2391162,369940,151371,185200,7787720,23829,369704,151341,185200
1262,7817052,2413195,341028,158620,191880,4526372,23829,340902,158507,191960
1265,7856093,2431529,376609,142142,192480,7856075,23829,376642,142142,192400
1266,7226809,2130464,371798,146728,190680,4514281,23829,371838,147354,191320
1267,7854375,2428909,357266,157848,192920,7854368,23829,357104,157882,192840
1268,8267712,2635717,371939,109579,164600,8267707,23829,371871,109715,164600
1269,7224275,2126682,331767,155980,166600,7224268,23829,331476,156110,166680
1272,3340520,743699,379101,130956,188360,3340509,23829,379386,130867,188240
1273,7790664,2633111,372563,110216,165000,7790627,23829,372339,110259,165080
1276,7783384,2388689,383882,120717,178680,4513734,23829,384114,120605,178800
1278,7226154,2128003,337782,161782,185720,7226144,23829,337958,161616,185760
1281,4526333,1097780,341110,158925,191800,4526327,23829,340963,158926,191760
1282,8421864,2419588,339879,161116,185240,4526663,23829,339638,161120,185400
1283,8286485,2647738,338051,163045,163160,8286425,23829,337689,162785,163240
1284,31169839,2633111,387549,134840,188960,7227152,23829,387753,134863,188760
1285,8324735,2663168,349584,167588,160960,8324729,23829,349526,167721,160880
1286,7831573,2421060,386311,133870,188920,3339259,23829,386481,133749,188760
1289,7739314,2363210,364209,151316,184080,7736731,23829,363661,151305,184120
1290,8322917,2659704,344222,170347,169080,8322884,23829,344413,170209,169000
1291,8324744,2663175,349571,167525,160720,8324729,23829,349526,167721,160880
1293,7795113,2398201,345125,168927,177080,7795105,23829,345172,168794,177080
1294,25537261,1705004,340028,157868,191360,9134165,23829,340080,157934,191520
1295,7226815,2130498,370895,147296,190800,4514281,23829,371838,147354,191320
1296,7790351,2393534,371463,110741,165680,7790304,23829,371566,110905,165480
1297,8269905,4994462,344925,161925,182080,8269877,23829,344929,162549,182080
1298,7816333,1870230,341510,154190,194840,4526531,23829,341822,154247,194720
1299,4515616,2419600,343853,167985,178120,4515611,23829,344032,168178,178120
1301,7826901,2418150,382922,147350,189560,7826880,23829,383534,147537,189520
1302,52709282,13168169,347020,163315,185960,4515397,23829,347108,163158,186040
1303,8322522,2659755,346900,170958,168160,8322521,23829,347100,170934,168160
1304,4513723,1092215,385050,122143,179160,4513720,23829,385295,122135,179160
1305,7787955,2391598,371987,147054,190200,7787949,23829,371781,147230,190200
1306,52686560,13159640,374288,150124,187560,17974650,23829,374175,149901,187560
1307,7227209,2131501,395579,131377,185320,7227207,23829,395807,131165,185320
1308,4513930,1092978,373362,139722,192120,4513927,23829,373217,139698,192080
1309,7792508,2395744,378309,115595,169560,7792488,23829,378441,115593,169400
1312,4513761,1092351,371359,123015,187720,4513759,23829,371357,122830,187720
1313,7226474,2129480,347670,163434,189760,4524653,23829,347988,163418,189840
1315,7817699,2413756,380298,130748,188360,7817695,23829,380234,131012,188360
1316,8906575,2402956,346856,163078,186040,4515397,23829,347108,163158,186040
1318,7856636,2432298,386301,136607,189360,7856609,23829,386493,136837,189520
1319,4527718,1099001,331638,156190,167920,4527711,23829,331399,156149,167920
1321,7814277,2409838,382004,144555,187240,7814271,23829,381835,144483,187240
1322,8266194,2635007,381309,143343,188760,8266190,23829,381609,143291,188760
1325,7870843,2442424,345859,166678,183920,5466935,23829,345746,166874,183960
1327,7834219,2423267,343460,162705,189080,7226412,23829,343565,162562,189200
1329,4514269,1094162,371551,147811,190600,4514281,23829,371838,147354,191320
1330,7795432,2398708,344194,167297,178160,4515605,23829,344036,167435,178160
1331,8292288,2651012,348480,170026,161920,8292286,23829,348504,170210,161920
1333,7831545,2421048,387170,133822,188280,7831521,23829,387258,133768,188360
1334,5464072,1096959,345624,162346,190480,5464073,23829,345799,162501,190480
1335,52713788,13172830,343995,167786,179440,4515574,23829,343774,167883,179560
1336,8268021,2636068,371803,110868,164400,8267997,23829,371777,110763,164360
1337,19322968,5720667,374298,150074,187960,4514245,23829,374395,150209,187800
1338,7836410,2424805,388059,136707,189520,7227068,23829,388597,136751,189400
1341,4513724,1092220,385205,122211,179200,4513720,23829,385295,122135,179160
1342,7227205,2131484,395559,130599,185400,7227200,23829,395883,130761,185320
1343,7809964,2407561,373360,140949,192160,7809958,23829,373277,140740,192120
1344,7833300,2422625,374023,150035,188480,7833176,23829,373616,149692,188800
1346,7833193,2659704,373852,149763,188800,7833176,23829,373616,149692,188800
1347,7794593,2397473,384179,120907,177160,7794582,23829,384379,120969,177200
1348,6609566,1848850,349296,169465,161240,6609561,23829,349252,169196,161240
1349,8291736,2650627,347952,170399,163840,8291715,23829,347662,170452,163720
1350,4524961,1097018,346127,163197,190160,4524959,23829,346212,163115,190160
1351,6551813,1827669,368854,150615,185160,6551809,23829,368974,150460,185160
1353,3339332,742920,387569,134053,188920,3339321,23829,387512,134164,188880
1354,7790953,2394104,370368,113557,165080,7790942,23829,370625,113214,165080
1357,8267799,2635835,371275,111702,164640,8267779,23829,371087,111598,164480
1360,7796372,2399642,345282,167344,181280,7796348,23829,345224,167464,181200
1361,7739418,2363387,364210,150377,183600,7736691,23829,364341,150372,183640
1362,7814804,2410635,382466,142345,188360,7814753,23829,382350,142485,188200
1363,52715047,13174220,345815,163676,189800,8262826,23829,345713,163517,189600
1364,7866858,2439196,377167,141687,192200,7866852,23829,377259,141411,192200
1367,7827120,2418270,384092,147890,189040,4513835,23829,383991,147949,189240
1368,7797195,2400915,344321,164899,184400,4515415,23829,344529,164778,184440
1369,7829156,2419338,344344,168016,179040,7829155,23829,344184,168204,179040
1371,7796468,2399836,343959,166789,181520,7796460,23829,343998,166668,181600
1372,52709888,13169071,342124,154765,194080,13835221,23829,342154,155046,194080
1373,8273898,3136591,343586,165002,175400,8273755,23829,343496,165382,175480
1376,7738025,2361886,366490,151040,183040,7737428,23829,366798,150948,183000
1377,8469686,2419600,341852,164513,178640,8271096,23829,341841,164341,178480
1378,8325244,2663755,350080,168092,160360,8325241,23829,349880,168112,160360
1380,52709691,13168624,344965,164436,184640,10001953,23829,344956,164233,184760
1381,7751033,2371880,361415,135877,198760,4513825,23829,361408,136118,198880
1382,4514220,1093987,371141,113104,164600,4514217,23829,370998,113175,164600
1385,7834824,2423639,378835,141663,192120,7834806,23829,378674,141469,192080
1386,8322702,2660207,348075,172238,167200,8322696,23829,348537,172388,167160
1388,6734325,1899047,342399,165309,177880,6734320,23829,342623,165333,177800
1389,8282606,2644807,346294,168820,164920,8282589,23829,346310,168675,164760
1390,6551834,1827734,369704,150246,184960,6551831,23829,369502,150148,184960
1394,7817643,2413709,381162,130556,188480,7817639,23829,380982,130648,188480
1395,8282076,2644359,346495,168536,165240,8281933,23829,346477,168540,165440
1396,9125969,1794298,343833,161221,155040,8323856,23829,344011,161111,155280
1397,8292189,2650963,348164,170502,163120,8292083,23829,347799,170375,163000
1398,7816406,2412436,341291,155016,194480,7816401,23829,341399,154940,194480
1399,7783419,2388718,385495,122119,178840,7783412,23829,385655,121923,178840
1400,8323797,2662071,346248,162180,154640,6856527,23829,346240,162340,154800
1402,4513913,1092910,378344,140988,191680,4513910,23829,378439,141114,191640
1403,52709824,13168928,365418,150324,183680,12856834,23829,365315,150259,183560
1407,7226399,2129314,340996,160986,188680,7226390,23829,340866,161060,188880
1408,7809166,2406716,369517,140105,194160,4513977,23829,369275,140276,194120
1409,4514023,1093310,367156,143089,197480,4514019,23829,366958,143156,197520
1411,7858488,2433820,351403,161903,190640,7858468,23829,351102,161810,190600
1413,7797233,2401006,345575,163389,184520,7797218,23829,345409,163343,184640
1415,7226712,2130050,352427,159283,191720,4514303,23829,352963,158946,191800
1419,7826923,2418176,383313,147496,189600,7826880,23829,383534,147537,189520
1420,8288211,1853423,344021,163312,163840,5536087,23829,343961,163051,163880
1421,7739476,2363464,364110,150874,183720,7736691,23829,364341,150372,183640
1423,7787888,2391395,373229,149767,187640,7787876,23829,373044,150050,187640
1424,8285404,2646602,338140,162452,165280,8285402,23829,338336,162756,165280
1428,7738606,2362446,361669,152678,186600,7736892,23829,361865,152629,186520
1429,7854579,2664521,371861,145607,191960,7854560,23829,371573,145759,191960
1432,7814879,2410784,381815,142225,189000,7814873,23829,381954,142079,188960
1433,8272756,2639256,342126,164009,177200,8272749,23829,342350,163953,177200
1435,8285473,2646669,338465,163130,165480,8285402,23829,338336,162756,165280
1436,6691461,1796929,332882,161294,173920,4526824,23829,333084,161421,174120
1439,8325425,2663661,349543,168160,160000,8325421,23829,349815,168096,160000
1441,6609479,1848823,346709,169656,164440,6609457,23829,346851,169475,164480
1442,8322101,1705226,345503,170004,168520,8322096,23829,345322,169797,168400
1443,8280191,2643095,344827,166767,168000,8280121,23829,344876,166758,168080
1445,8322134,2659109,345394,169172,168160,8322125,23829,345382,169352,168160
1446,8322442,2659539,345580,169816,168800,8322439,23829,345680,169956,168760
1448,7796456,2399790,345082,167215,181560,4515530,23829,344807,166903,181720
1449,7797092,2400806,346059,162658,184200,7797075,23829,345843,162587,184160
1450,7832267,2421751,365547,149807,182840,7832246,23829,365640,149997,182920
1452,4513849,1092673,387279,134393,189280,4513848,23829,387324,134584,189280
1453,7814819,2410667,381690,142866,188640,7814810,23829,381586,142662,188640
1454,8273778,2639961,343500,165037,175520,8273755,23829,343496,165382,175480
1455,52710047,13169237,384107,146803,188600,24838992,23829,383922,146830,188600
1456,8322404,2659400,345104,169323,168640,8322393,23829,344836,169273,168800
1457,7818647,2414638,351934,164035,191000,7818590,23829,351875,164042,191120
1458,8268022,2636073,372031,110784,164400,8267997,23829,371777,110763,164360
1460,7830010,1093041,374932,149374,188800,7830002,23829,374920,149542,188800
1461,7855371,2430558,370247,113958,165200,7855367,23829,370403,114018,165200
1462,7784719,2390085,389369,124799,180560,7784685,23829,389197,124639,180440
1464,52713899,13173049,345037,167904,178440,52713892,23829,344932,168027,178440
1467,7809707,2407344,371409,140381,192800,7809683,23829,371696,140424,192760
1469,8323419,2661395,348932,167780,157720,8323416,23829,348788,167608,157720
1475,52714119,13173381,342875,153741,195440,7815826,23829,343171,153929,195600
1476,7816722,2412777,341764,157018,193560,7816716,23829,341488,157017,193560
1477,6475743,11522880,331886,159903,176600,6475741,23829,332200,159979,176600
1480,8322436,2659526,345739,170756,168440,8322415,23829,345572,170832,168640
1481,7868752,2441377,383101,137687,189760,7868748,23829,383189,137727,189840
1483,8280129,2643014,344960,166646,168080,8280121,23829,344876,166758,168080
1486,8271034,583167,343406,163878,178520,8270971,23829,343297,163862,178560
1487,7226547,2129615,349240,161086,189040,7226541,23829,349223,161295,189080
1491,7828759,2419090,382612,146485,188560,7828722,23829,382437,146536,188600
1492,7833429,2422762,373351,149422,188120,7833337,23829,373340,149673,188400
1494,4526744,1098448,334211,161919,174800,4526738,23829,334247,161678,174800
1495,8273870,2640014,343497,165107,175360,8273755,23829,343496,165382,175480
1497,7809697,2407324,372040,140416,192760,7809683,23829,371696,140424,192760
1498,7827385,2418421,383556,146306,189040,7827374,23829,383616,146494,189040
1500,7856411,2431952,384168,137068,189600,7856386,23829,384205,137215,189560
1503,9243305,11523900,337361,160711,185080,7225027,23829,337184,160364,184840
1507,7227305,2131770,355117,145281,200600,7227297,23829,354834,145265,200600
1508,7832424,1091849,393703,128399,181520,4513568,23829,393818,128621,181440
1509,8281963,2644272,346463,168338,165520,8281933,23829,346477,168540,165440
1510,4526207,1097645,333949,157527,186200,4526202,23829,333685,157620,186200
1511,7818959,2414774,347958,163909,191000,4523955,23829,347764,163682,191000
1514,7226403,2129333,340342,160785,189000,7226390,23829,340866,161060,188880
1515,8285549,2646714,338560,163418,165240,8285546,23829,338380,163438,165240
1516,4514090,1093538,378987,115960,170000,4514085,23829,379201,115772,170000
1520,7226826,2130538,372690,146171,191160,7226818,23829,372435,146159,191040
1521,4513704,1092136,388350,123332,179880,4513702,23829,388291,123134,179880
1522,8266405,2635130,370691,139567,193160,8266393,23829,370277,139701,193200
1525,7738619,2362467,361625,152724,186400,7736872,23829,361526,152700,186200
1526,7793547,2396416,381274,119103,174240,7793540,23829,381522,119077,174240
1527,8279269,2642364,343185,166054,170680,8279217,23829,343062,165910,170440
1530,8268361,2636375,370961,111162,165240,8268357,23829,370781,111346,165240
1531,7796868,2400497,343577,163333,183880,4515442,23829,343806,163317,183880
1535,7816888,2412995,340408,157320,192760,4526427,23829,340647,157196,192720
1537,7794410,2397065,382154,118877,174800,4514044,23829,381943,119116,175160
1538,7791623,2394874,376641,114853,167840,7791532,23829,376481,114942,167920
1539,7825004,2417367,344838,165175,183880,7824983,23829,344662,165239,183920
1545,7794407,2397050,381682,118957,174800,4514044,23829,381943,119116,175160
1549,8277508,2641744,343044,166029,173680,8277494,23829,343296,165971,173640
1550,7227208,2131496,395507,131133,185320,7227207,23829,395807,131165,185320
1551,7834881,2423705,377654,141715,192120,7834870,23829,377876,141777,192120
1552,4515458,1094816,345031,165182,183600,4515453,23829,344985,165302,183640
1553,7739490,2363507,362712,151701,185680,7736833,23829,362652,151855,185680
1554,8273861,2640007,343581,165480,175360,8273755,23829,343496,165382,175480
1555,7794589,11523900,384101,120921,177240,7794582,23829,384379,120969,177200
1557,7784689,2390044,388981,124363,180440,7784685,23829,389197,124639,180440
1558,7791487,2394644,377551,114874,167960,4514152,23829,377252,114964,167840
1561,4527647,1098883,332239,160709,176680,4527641,23829,332431,160659,176680
1564,7226719,2130078,355830,158364,191680,7226716,23829,355506,158316,191680
1565,7859311,2434618,387751,136874,190200,7859304,23829,387584,136697,190160
1567,8323624,2661754,346506,162135,154800,8323603,23829,346275,161786,154920
1569,8270260,2637422,343386,164424,179720,8270258,23829,343407,164257,179720
1570,8282329,2644589,347785,169959,165200,8282323,23829,347785,169743,165200
1571,7817514,2413589,379941,130246,188240,3340080,23829,379691,130149,188320
1572,8324869,2663355,349837,168889,161120,8324864,23829,349869,169073,161160
1573,7752364,2372661,367210,126861,192200,7752353,23829,367326,126674,192280
1575,7832261,2664521,365725,149953,182840,7832246,23829,365640,149997,182920
1579,7224862,2402956,336076,160171,183920,7224856,23829,336105,159924,183960
1580,7787689,2391109,368957,151308,184880,7787676,23829,368875,151034,184880
1581,4515536,1095110,343121,166542,180920,4515535,23829,343265,166622,180920
1583,7790306,2393443,372098,110612,165480,7790304,23829,371566,110905,165480
1585,7867630,2402956,348493,154603,196960,7867625,23829,348337,154551,196960
1588,7226981,2130971,378868,140872,190960,7226976,23829,379015,140937,190920
1589,7856388,2431892,384169,137431,189560,7856386,23829,384205,137215,189560
1590,7226361,2129142,342330,162299,188520,7226353,23829,342066,162249,188640
1591,8273093,2639516,342104,165277,176680,8273049,23829,342430,165248,176600
1592,7810427,2396026,380873,146099,184880,7810426,23829,380845,146239,184880
1593,31866654,9572841,365102,151775,191720,9113313,23829,365240,151665,191840
1596,7784750,2390100,386918,123756,180760,4513689,23829,387027,123945,180640
1597,7856188,11870288,376049,141689,192200,7856183,23829,376237,141716,192160
1599,8285648,2646825,337685,163275,165120,8285640,23829,337833,163187,165120
1601,8322148,2659175,344939,169808,168280,8322140,23829,344870,169472,168160
1603,7792117,2395337,379044,116575,168800,7792105,23829,378915,116322,168840
1607,4526293,1097749,341033,158840,191480,4526282,23829,340930,158833,191560
1608,7832151,2421643,333487,160680,177280,7832147,23829,333519,160512,177280
1609,7809169,2406721,369621,140261,194160,4513977,23829,369275,140276,194120
1610,8322819,2660537,346219,170777,169280,8322789,23829,346395,170830,169400
1611,7226670,2129893,349594,161948,190520,7226668,23829,349630,161744,190520
1612,8324868,2663350,350121,169149,161160,8324864,23829,349869,169073,161160
1613,8323345,2661284,349477,168312,157960,8323341,23829,349377,168164,157960
1614,52713798,13172841,343888,167897,179840,4515574,23829,343774,167883,179560
1615,7858969,2434254,351390,159868,191680,7858962,23829,351267,159992,191720
1618,7867763,2440275,347802,155151,196960,7867758,23829,347850,155019,196960
1620,7786893,2390648,368518,150979,183920,7786883,23829,368582,150745,183880
1621,8270177,2637328,374866,149579,187600,8270173,23829,374926,149723,187600
1624,7739369,2363316,364981,150302,183680,7736695,23829,364765,150572,183680
1625,7739247,2363082,363002,152436,185480,7736823,23829,362946,152194,185400
1626,8324778,1911124,350591,168869,160720,8324755,23829,350357,168731,160880
1628,7791256,2394477,377134,115626,167440,7791244,23829,377187,115468,167480
1629,7796045,2399315,344978,167078,180560,4515545,23829,345100,167234,180560
1630,8292318,2651081,348333,170096,162160,8292286,23829,348504,170210,161920
1633,7784601,2389957,386062,123030,180200,7784574,23829,386358,123128,180240
1634,7854486,2429175,371276,146216,192000,7854471,23829,371262,146128,192200
1636,4526622,1098244,339528,160752,187360,4526620,23829,339694,160870,187360
1638,7785832,2976115,391134,128206,181440,7785811,23829,391122,128128,181560
1639,7786897,2390663,368655,150886,184000,7786883,23829,368582,150745,183880
1640,7226565,2129668,350175,161948,189240,7226560,23829,350367,161811,189280
1643,7226056,2128641,337870,160573,185720,4527001,23829,337518,160652,185680
1644,7749647,2371518,386861,136654,189520,7749637,23829,387041,136570,189520
1645,7794409,2397060,382017,118824,174800,4514044,23829,381943,119116,175160
1646,15730606,3147366,346244,166850,184160,7820467,23829,346153,166786,184240
1647,4513647,1091941,393662,128352,182120,4513640,23829,393773,128457,182200
1648,7794440,2397106,383120,119817,174920,7794437,23829,382897,119962,174920
1651,7789162,2392323,333502,161375,174040,7789112,23829,333695,161396,173880
1652,7791539,2394688,376382,114831,167920,7791532,23829,376481,114942,167920
1654,7227182,2131413,392059,132184,186920,7227181,23829,392251,132228,186920
1655,7745691,2367741,333276,156884,165640,7224206,23829,333124,156785,165760
1656,8268138,2636175,371530,110893,164160,8268127,23829,371466,110710,164120
1657,8291995,2650771,348343,169925,162880,8291962,23829,348395,169888,163040
1660,7795200,2398378,344860,168672,177000,4515642,23829,344692,168641,177280
1662,8273404,2639749,343078,164803,175680,8273310,23829,342649,164530,175880
1663,7854483,2429163,371244,146083,192400,7854471,23829,371262,146128,192200
1664,8280652,2659704,346340,167915,166720,8280619,23829,346494,168299,166680
1666,8284930,1911124,337663,162705,165920,8284888,23829,337819,162734,166040
1667,7795561,2398823,344232,167105,179040,4515583,23829,343908,167169,179040
1669,7817072,11523900,341056,157918,191960,4526372,23829,340902,158507,191960
1670,7809483,2407098,371120,140275,192920,4513948,23829,371054,140303,192760
1677,3339208,742732,387126,134774,188720,3339193,23829,386995,134564,188720
1679,8285974,2647142,338142,163664,164520,8285960,23829,338061,163567,164400
1680,7739523,2363558,362685,151930,185920,7736833,23829,362652,151855,185680
1681,8322614,2660067,348223,171933,167840,8322607,23829,348386,172112,167760
1682,8280518,2643436,346203,168212,166760,8280477,23829,345978,168028,166800
1684,7783434,2388750,384470,121717,178960,7783429,23829,384690,121889,178960
1690,52710102,13169314,383019,146522,188520,24839043,23829,383278,146506,188480
1691,12229833,11524314,375226,149570,187720,12229840,23829,375427,149579,187760
1692,7859331,2434645,388330,137023,189920,7859329,23829,388134,137067,189920
1693,7860921,1101751,379336,145179,193560,7860916,23829,379224,145335,193560
1694,40473461,3136591,337931,161740,185680,7226144,23829,337958,161616,185760
1697,7861353,2435906,384382,136572,190600,7861348,23829,384170,136636,190600
1698,4514127,1093660,378402,116159,168880,4514125,23829,378512,116092,168880
1700,4525229,1097161,340282,160375,189640,4525228,23829,340406,160451,189640
1701,8291021,2649962,345203,161499,155360,8290933,23829,345467,161889,155520
1702,7794757,2419588,384890,121185,177680,7185542,23829,384707,120968,177600
